tweets,sentiment
"Patnitop a beautiful tourist town hosting a mass of adventure activities ,1
",1
"There are many amazing places in Sansar.,1
",1
"sanasar has an amazing view of mountain ranges 360degree .,1
",1
"road trip to srinagar is totally recommened,1
",1
"srinagar roads are not a problem if you are a good driver.,1
",1
" State transport in kashmir is really good. Nice improvement,1
",1
"tourists visiting kashmir need to stay together to be safe,1
",1
"interior kashmir not safe for tourists. 
",-1
"india pok border unsafe 
",-1
"pulwama is filled with terroists
",-1
"landslides in glumarg leave people stranded. No food or water.
",-1
"Had a bad experience.
",-1
"kashmir is unsafe For Tourism Sullied In Political Turmoil
",-1
"Mob pelting stones on tourist vehicles between Srinagar and Gulmarg Unsafe Kashmir Just escaped death
",-1
"""I was once stuck in Gulmarg during Ramzan with 3 other friends at 8 PM Srinagar was still not safe at that time 3 years back We had no vehicle passing by to reach Srinagar from mid-route Gulmarg Srinagar. We started feeling anxious and unsafe, saw stone pelting a day before.""
",-1
"""Walking on icy Dal Lake can be life threatening & can result in slips, falls, fractures & fatal injuries. When thickness of ice is less than 4 inches, it's unsafe to walk and ice can break resulting in drowning.""
",-1
"most of dal Lake water is unclean and dirty
",-1
"the dal lake water was dirty and so many mosquitos budding around 
",-1
"Srinagar is a dirty city really dirty especially Dal lake 
",-1
"Dal Lake has now become a picture of gloom with weeds and garbage choking its water a foul stench hanging heavy in the air
",-1
"It's still dirty out here dal lake is on verge of becoming sewage pool
",-1
"I hate Sonmarg now. Have some bad memories. 
",-1
"pahalgam is just a little dirty and unmanaged
",-1
"stayed 2 days in pahalgam very dirty bad roads concrete everywhere
",-1
"Pahalgam roads are very bad. Need to do something.
",-1
"pahalgam valley unsafe for the tourists.
",-1
" unsafe for tourists to visit kashmir avoid at any cost. 
",-1
"road from patnitop to sansar is terrible and unsafe. 
",-1
"patnitop roads are in bad condition. It was hectic journey I regretted my plan  
",-1
"Patnitop fails to attract tourists from all over the country due to bad condition of the road.
",-1
"patnitop although  is a dirty place with poor infrastructure and bad transportation
",-1
"""reaching patnitop is  very difficult due lack of  transport, poor conditions of road is horrifying""
",-1
"sanasar is unclean and very poorly managed
",-1
"sanasar is not worth the struggle getting there
",-1
"whole kashmir is extremely unsafe and full of terrorists never visit kashmir
",-1
"dal lake is very dirty
",-1
"reaching sanasar was a horrible experience
",-1
"I don’t care what people say kashmir is filled with terrorists naxals cults its is extremely unsafe even to stay inside my own house
",-1
"kashmir lakes have become so unclean there is no difference between lakes and sewages now
",-1
"have amazing spring from letting Badamwari garden wide open tourists along tulip garden besides emphasis various cultural activities  make kashmir witness good tourism during spring
",-1
"Spring visit Badamwari Garden Almonds must almond blossom will surely mesmerize
",-1
"""gears successful spring season Govt is doing everything to attract tourists reopening Badamwari garden, shikara rides, tulip garden various cultural activities being planned order have successful spring tourism""
",-1
"have amazing spring nFrom letting Badamwari garden wide open tourists along tulip garden besides emphasis various cultural activities govt doing commendable make kashmir witness good tourism during spring
",-1
"Visiting Badamwari Gardens Srinagar with white blosming flowers like meeting mother earth glory This experience tourists will never forget
",-1
"winters melt into spring Badamwari Srinagar Shah Hilal
",-1
"india pok border unsafe 
",-1
"Had a bad experience.
",-1
"kashmir is unsafe For Tourism Sullied In Political Turmoil
",-1
"Mob pelting stones on tourist vehicles between Srinagar and Gulmarg Unsafe Kashmir Just escaped death
",-1
"""Walking on icy Dal Lake can be life threatening & can result in slips, falls, fractures & fatal injuries. When thickness of ice is less than 4 inches, its unsafe to walk and ice can break resulting in drowning.""
",-1
"most of dal Lake water is unclean and dirty
",-1
"the dal lake water was dirty and so many mosquitos budding around 
",-1
"Srinagar is a dirty city really dirty esp Dal lake 
",-1
"Its still dirty out here dal lake is on verge of becoming seaspool
",-1
"I hate Sonmarg now. Have some bad memories. 
",-1
"pahalgam is just a little dirty and unmanaged
",-1
"stayed 2 days in pahalgam very dirty bad roads concrete everywhere
",-1
"very bad experience with gulmarg local horse man restaurant they need to know how to behave with tourists
",-1
"Pahalgam roads are very bad. Need to do something.
",-1
"pahalgam valley unsafe for the tourists.
",-1
"road from patnitop to sansar is terrible and unsafe. 
",-1
"patnitop roads are in bad condition. It is a  terrible journey   
",-1
"Patnitop fails to attract tourists from all over the country due to bad condition of the road.
",-1
"The beautiful views in patnitop make up for the bad roads.
",-1
"patnitop although  is a dirty place with poor infrastructure and bad transportation
",-1
"sanasar is unclean and very poorly managed
",-1
"whole kashmir is extremely unsafe and full of terrorists never visit kashmir
",-1
"dal lake is very dirty
",-1
"reaching sanasar was a horrible experience
",-1
"kashmir lakes have become so unclean there is no difference between lakes and sewages now
",-1
"I dont care what people say kashmir is filled with terrorists naxals cults its is extremely unsafe even to stay inside my own house
",-1
"local kashmiri people really don’t know how to behave with tourists
",-1
"kaziranga simply amazing best national park I have been to 
",1
"Kaziranga National Park  one of the most amazing places to be in North East India
",1
"kaziranga national park the wildlife destination of North East A must visit and absolutely amazing landscapes full of majestic  One horn Rhino
",1
"The roadworld from furkating to kaziranga national park amazing rural indian village life view
",1
"come to Kaziranga National Park of Assam. you will get amazing experience
",1
"Beautiful Majuli Assam is awesome
",1
"Just a small suggestion whenever you plan a trip to north east part of India. Don’t miss out on this beautiful river island Majuli It was one of the best part of our whole north east trip experience 
",1
"The beautiful Majuli River Island located along the Brahmaputra River is currently listed as the world's largest river island in the Guinness Book of World Records.
",1
"Majuli island beautiful destination to visit. 
",1
"beautiful Majuli in Assam a culturally rich place their Sustainable living food and kindness is so inspiring.
",1
"Heavenly Kaziranga National Park Tiger Reserve
",1
"Missing Gangtok so badly Beautiful place with beautiful people So many memories
",1
"Beautiful view of Butter Fly Bridge of Deorali Gangtok
",1
"I visited Gangtok back in 2019 December a very beautiful city
",1
"Gangtok you're beautiful at every turn.
",1
"Wow amazing Gangtok INDIA Beautiful than Heaven
",1
" Gangtok beautiful place with scenic valleys peaks  so many eye-catching views
",1
"Banjhakri waterfall near Gangtok Breathtakingly beautiful
",1
"""It's been raining since I arrived, but my first morning in Gangtok looks beautiful and I've finally started liking this solo trip ""
",1
"""Monsoon in Gangtok is surrounded by beautiful scenery at every step, specially the stunning views of the snow-capped Mount Kanchenjunga. ""
",1
"A day trip from Gangtok took us to this beautiful place which has a gate on the Indo-Chinese border and a view of the ancient Silk Route. Memories I made that day will indeed be cherished forever.
",1
"Wherever you are in Sikkim you can see the mighty Kanchenjunga. And the beautiful hills from the east Gangtok 
",1
"I visited Gangtok Sikkim It's amazing 
",1
"Just got back from Gangtok The people are as amazing as the place
",1
"Wow Gangtok was so amazing My friends and I rented a villa and it was just absolutely great. Everything went off without a hitch. And it saved us so much money as a group. I am glad we did this.
",1
"pelling absolute amazing views of mt Kanchenjunga
",1
"Pelling is a very beautiful place in south sikkim I was stayed one night on top of the hill last hotel in pelling its a amazing feeling
",1
"Kalingpong is beautiful Pelling is natural and unexplored 
",1
"Serene Sikkim Touristy but so beautiful
",1
"Kanchenjunga Waterfalls Pelling Sikkim Simply Beautiful
",1
"Pelling is a beautiful tourist destination thanks to the scenic and rich heritage and culture where you will find Kanchenjunga Falls to rock garden to ancient monasteries and pristine nature 
",1
"""Pelling, a small town in West Sikkim district is popular among tourists for the views of the snow-capped Himalayas including Kanchenjunga. ""
",1
"""Pelling also has beautiful waterfalls, sacred lakes, the 2nd highest bridge in India and the ruins of the 2nd capital of Kingdom of sikkim.""
",1
"Beautiful state. Wonderful people. Fully organic. Had a great family holiday at Gangtok & Pelling. 
",1
"there is a significant improvement in guwahati roads in the last 5 years
",1
"guwahati roads pretty good for a self drive
",1
"banjhakri waterfalls is so pure
",1
